smiles,Eat
*NC(=O)c1ccc(C(=S)NC(=O)c2ccc(C(=S)NC(=O)c3ccc(C(*)=S)cc3)cc2)cc1,-6.28
*NC(=O)c1ccc(ONC(=O)c2ccc(ONC(=O)c3ccc(O*)cc3)cc2)cc1,-6.24
*NC(=O)C(=S)c1ccc(NC(=O)C(=S)c2ccc(NC(=O)C(=S)c3ccc(*)s3)s2)s1,-6.16
*NC(=O)C(=S)c1ccc(NC(=O)C(=S)c2ccc(NC(=O)C(=S)c3ccc(*)cc3)cc2)cc1,-6.26
*NC(=O)C(=S)C(=O)NC(=O)C(=S)C(=O)NC(=O)C(=S)C(*)=O,-6.35
*NC(=O)C(=S)ONC(=O)C(=S)ONC(=O)C(=S)O*,-5.88
*NC(=O)Nc1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(*)s3)s2)s1,-6.15
*NC(=O)Nc1ccc(NC(=O)Nc2ccc(NC(=O)Nc3ccc(*)cc3)cc2)cc1,-6.31
*NC(=O)NC(=O)NC(=O)NC(=O)NC(=O)NC(*)=O,-6.46
*NC(=O)NC(=S)NC(=O)NC(=S)NC(=O)NC(*)=S,-6.02
*NC(=O)NONC(=O)NONC(=O)NO*,-5.7
*NC(=O)Oc1ccc(NC(=O)Oc2ccc(NC(=O)Oc3ccc(*)s3)s2)s1,-6.2
*NC(=O)Oc1ccc(NC(=O)Oc2ccc(NC(=O)Oc3ccc(*)cc3)cc2)cc1,-6.35
*NC(=O)OC(=S)NC(=O)OC(=S)NC(=O)OC(*)=S,-6.1
*NC(=S)c1ccc(C(=S)NC(=S)c2ccc(C(=S)NC(=S)c3ccc(C(*)=S)s3)s2)s1,-5.92
*NC(=S)c1ccc(ONC(=S)c2ccc(ONC(=S)c3ccc(O*)s3)s2)s1,-5.82
*NC(=S)c1ccc(ONC(=S)c2ccc(ONC(=S)c3ccc(O*)cc3)cc2)cc1,-6.02
*NC(=S)C(=O)C(=S)NC(=S)C(=O)C(=S)NC(=S)C(=O)C(*)=S,-5.94
*NC(=S)C(=O)ONC(=S)C(=O)ONC(=S)C(=O)O*,-5.89
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(NC(=S)Nc3ccc(*)cc3)cc2)cc1,-6.09
*NC(=S)NC(=S)NC(=S)NC(=S)NC(=S)NC(*)=S,-5.69
*NC(=S)NONC(=S)NONC(=S)NO*,-5.23
*NC(=S)OC(=S)NC(=S)OC(=S)NC(=S)OC(*)=S,-5.64
*NOc1ccc(ONOc2ccc(ONOc3ccc(O*)cc3)cc2)cc1,-5.98
*NOC(=O)ONOC(=O)ONOC(=O)O*,-5.77
*NOC(=S)ONOC(=S)ONOC(=S)O*,-5.2
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(NC(=S)Nc4ccc(NC(=S)Nc5ccc(Oc6ccc(NC(=S)Nc7ccc(NC(=S)Nc8ccc(Oc9ccc(*)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,-6.15
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(NC(=S)Nc4ccc(NC(=S)Nc5ccc(Cc6ccc(NC(=S)Nc7ccc(NC(=S)Nc8ccc(Cc9ccc(*)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,-6.09
*NC(=S)Nc1ccc(Cc2ccc(NC(=S)Nc3ccc(Cc4ccc(NC(=S)Nc5ccc(Cc6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,-6.09
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)OCCOCCOC(=O)Nc2ccc(C)c(NC(=O)OCCOCCOC(=O)Nc3ccc(C)c(NC(=O)O*)c3)c2)c1,-5.83
*C(=O)NC(=O)c1ccc(C(=O)NC(=O)c2ccc(C(=O)NC(=O)c3ccc(*)cc3)cc2)cc1,-6.48
*NC(=O)OC(=O)NC(=O)OC(=O)NC(=O)OC(*)=O,-6.61
*OC(=O)C(=S)C(=O)OC(=O)C(=S)C(=O)OC(=O)C(=S)C(*)=O,-6.47
*OCCC(=O)CC(=O)Oc1ccc(OCCC(=O)CC(=O)Oc2ccc(OCCC(=O)CC(=O)Oc3ccc(*)cc3)cc2)cc1,-6.01
*CCOC(=S)NC(=S)c1ccc(NCCOC(=S)NC(=S)c2ccc(NCCOC(=S)NC(=S)c3ccc(N*)cc3)cc2)cc1,-5.81
*CNCCCOCOCNCCCOCOCNCCCOCO*,-5.21
*CNCNC(=O)NC(=O)NCNCNC(=O)NC(=O)NCNCNC(=O)NC(=O)N*,-5.84
*CNC(=O)NCOCOCNC(=O)NCOCOCNC(=O)NCOCO*,-5.58
*CNC(=O)ONC(=O)NOCNC(=O)ONC(=O)NOCNC(=O)ONC(=O)NO*,-5.82
*COCOCCCOCOCOCCCOCOCOCCCO*,-5.22
*CNCCNC(=O)OCCNCCNC(=O)OCCNCCNC(=O)OC*,-5.49
*NOC(=O)NCC(=O)NC(=O)NOC(=O)NCC(=O)NC(=O)NOC(=O)NCC(=O)NC(*)=O,-6.11
*NCCCNC(=O)NC(=O)NCCCNC(=O)NC(=O)NCCCNC(=O)NC(*)=O,-5.77
*Nc1ccc(NC(=O)NC(=O)NC(=O)Nc2ccc(NC(=O)NC(=O)NC(=O)Nc3ccc(NC(=O)NC(=O)NC(*)=O)s3)s2)s1,-6.29
*NCNC(=O)OC(=O)NC(=O)NCNC(=O)OC(=O)NC(=O)NCNC(=O)OC(=O)NC(*)=O,-6.22
*OCCCCONC(=O)OCCCCONC(=O)OCCCCONC(*)=O,-5.44
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(=O)Oc3ccc(C(=O)c4ccc(C(=O)NOC(=O)Oc5ccc(C(=O)c6ccc(C(=O)NOC(*)=O)s6)cc5)s4)cc3)s2)cc1,-6.35
*c1ccc(C(F)(F)c2ccc(C(F)(F)c3ccc(C(F)(F)c4ccc(C(F)(F)c5ccc(C(F)(F)c6ccc(C(*)(F)F)s6)s5)s4)s3)s2)s1,-5.83
*C(=S)C(F)(F)c1ccc(C(F)(F)C(=S)C(F)(F)c2ccc(C(F)(F)C(=S)C(F)(F)c3ccc(C(*)(F)F)s3)s2)s1,-5.65
*OC(F)(F)c1ccc(C(F)(F)OC(F)(F)c2ccc(C(F)(F)OC(F)(F)c3ccc(C(*)(F)F)s3)s2)s1,-5.68
*c1ccc(C(F)(F)c2ccc(C(F)(F)c3ccc(C(F)(F)c4ccc(C(F)(F)c5ccc(C(F)(F)c6ccc(C(*)(F)F)cc6)s5)cc4)s3)cc2)s1,-5.99
*c1ccc(C(F)(F)c2ccc(C(F)(F)c3ccc(C(F)(F)c4ccc(C(F)(F)c5ccc(C(F)(F)c6ccc(C(*)(F)F)cc6)cc5)cc4)cc3)cc2)cc1,-6.06
*C(=S)C(F)(F)c1ccc(C(F)(F)C(=S)C(F)(F)c2ccc(C(F)(F)C(=S)C(F)(F)c3ccc(C(*)(F)F)cc3)cc2)cc1,-5.84
*OC(F)(F)c1ccc(C(F)(F)OC(F)(F)c2ccc(C(F)(F)OC(F)(F)c3ccc(C(*)(F)F)cc3)cc2)cc1,-5.92
*C(=S)c1ccc(C(F)(F)C(F)(F)C(=S)c2ccc(C(F)(F)C(F)(F)C(=S)c3ccc(C(F)(F)C(*)(F)F)s3)s2)s1,-5.66
*Oc1ccc(C(F)(F)C(F)(F)Oc2ccc(C(F)(F)C(F)(F)Oc3ccc(C(F)(F)C(*)(F)F)s3)s2)s1,-5.67
*c1ccc(-c2ccc(C(F)(F)C(F)(F)c3ccc(-c4ccc(C(F)(F)C(F)(F)c5ccc(-c6ccc(C(F)(F)C(*)(F)F)cc6)s5)cc4)s3)cc2)s1,-5.98
*c1ccc(-c2ccc(C(F)(F)C(F)(F)c3ccc(-c4ccc(C(F)(F)C(F)(F)c5ccc(-c6ccc(C(F)(F)C(*)(F)F)cc6)cc5)cc4)cc3)cc2)cc1,-6.1
*C(=S)c1ccc(C(F)(F)C(F)(F)C(=S)c2ccc(C(F)(F)C(F)(F)C(=S)c3ccc(C(F)(F)C(*)(F)F)cc3)cc2)cc1,-5.85
*Oc1ccc(C(F)(F)C(F)(F)Oc2ccc(C(F)(F)C(F)(F)Oc3ccc(C(F)(F)C(*)(F)F)cc3)cc2)cc1,-5.89
*c1ccc(CC(F)(F)C(F)(F)c2ccc(CC(F)(F)C(F)(F)c3ccc(CC(F)(F)C(*)(F)F)s3)s2)s1,-5.59
*c1ccc(CC(F)(F)C(F)(F)c2ccc(CC(F)(F)C(F)(F)c3ccc(CC(F)(F)C(*)(F)F)cc3)cc2)cc1,-5.78
*C(=O)CC(F)(F)C(F)(F)C(=O)CC(F)(F)C(F)(F)C(=O)CC(F)(F)C(*)(F)F,-5.5
*C(=S)CC(F)(F)C(F)(F)C(=S)CC(F)(F)C(F)(F)C(=S)CC(F)(F)C(*)(F)F,-5.19
*NCC(F)(F)C(F)(F)NCC(F)(F)C(F)(F)NCC(F)(F)C(*)(F)F,-5.24
*OCC(F)(F)C(F)(F)OCC(F)(F)C(F)(F)OCC(F)(F)C(*)(F)F,-5.23
*c1ccc(C(=O)C(F)(F)C(F)(F)c2ccc(C(=O)C(F)(F)C(F)(F)c3ccc(C(=O)C(F)(F)C(*)(F)F)s3)s2)s1,-5.86
*c1ccc(C(=O)C(F)(F)C(F)(F)c2ccc(C(=O)C(F)(F)C(F)(F)c3ccc(C(=O)C(F)(F)C(*)(F)F)cc3)cc2)cc1,-6.03
*C(=S)C(=O)C(F)(F)C(F)(F)C(=S)C(=O)C(F)(F)C(F)(F)C(=S)C(=O)C(F)(F)C(*)(F)F,-5.51
*OC(=S)C(F)(F)C(F)(F)OC(=S)C(F)(F)C(F)(F)OC(=S)C(F)(F)C(*)(F)F,-5.26
*c1ccc(NC(F)(F)C(F)(F)c2ccc(NC(F)(F)C(F)(F)c3ccc(NC(F)(F)C(*)(F)F)s3)s2)s1,-5.66
*c1ccc(NC(F)(F)C(F)(F)c2ccc(NC(F)(F)C(F)(F)c3ccc(NC(F)(F)C(*)(F)F)cc3)cc2)cc1,-5.86
*C(=O)NC(F)(F)C(F)(F)C(=O)NC(F)(F)C(F)(F)C(=O)NC(F)(F)C(*)(F)F,-5.65
*C(=S)NC(F)(F)C(F)(F)C(=S)NC(F)(F)C(F)(F)C(=S)NC(F)(F)C(*)(F)F,-5.29
*NOC(F)(F)C(F)(F)NOC(F)(F)C(F)(F)NOC(F)(F)C(*)(F)F,-5.15
*c1ccc(C(F)(F)CC(F)(F)c2ccc(C(F)(F)CC(F)(F)c3ccc(C(F)(F)CC(*)(F)F)s3)s2)s1,-5.59
*c1ccc(C(F)(F)CC(F)(F)c2ccc(C(F)(F)CC(F)(F)c3ccc(C(F)(F)CC(*)(F)F)cc3)cc2)cc1,-5.8
*C(=O)C(F)(F)CC(F)(F)C(=O)C(F)(F)CC(F)(F)C(=O)C(F)(F)CC(*)(F)F,-5.48
*C(=S)C(F)(F)CC(F)(F)C(=S)C(F)(F)CC(F)(F)C(=S)C(F)(F)CC(*)(F)F,-5.2
*NC(F)(F)CC(F)(F)NC(F)(F)CC(F)(F)NC(F)(F)CC(*)(F)F,-5.26
*OC(F)(F)CC(F)(F)OC(F)(F)CC(F)(F)OC(F)(F)CC(*)(F)F,-5.25
*C(=O)C(F)(F)C(=O)C(F)(F)C(=O)C(F)(F)C(=O)C(F)(F)C(=O)C(F)(F)C(=O)C(*)(F)F,-5.77
*OC(F)(F)C(=O)C(F)(F)OC(F)(F)C(=O)C(F)(F)OC(F)(F)C(=O)C(*)(F)F,-5.57
*OC(F)(F)C(=S)C(F)(F)OC(F)(F)C(=S)C(F)(F)OC(F)(F)C(=S)C(*)(F)F,-5.24
*c1ccc(C(F)(F)NC(F)(F)c2ccc(C(F)(F)NC(F)(F)c3ccc(C(F)(F)NC(*)(F)F)s3)s2)s1,-5.66
*c1ccc(C(F)(F)NC(F)(F)c2ccc(C(F)(F)NC(F)(F)c3ccc(C(F)(F)NC(*)(F)F)cc3)cc2)cc1,-5.88
*C(=O)C(F)(F)NC(F)(F)C(=O)C(F)(F)NC(F)(F)C(=O)C(F)(F)NC(*)(F)F,-5.56
*C(=S)C(F)(F)NC(F)(F)C(=S)C(F)(F)NC(F)(F)C(=S)C(F)(F)NC(*)(F)F,-5.29
*NC(F)(F)NC(F)(F)NC(F)(F)NC(F)(F)NC(F)(F)NC(*)(F)F,-5.31
*OC(F)(F)NC(F)(F)OC(F)(F)NC(F)(F)OC(F)(F)NC(*)(F)F,-5.29
*c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc(-c6ccc(-c7ccc(-c8ccc(-c9ccc(-c%10ccc(-c%11ccc(-c%12ccc(*)s%12)s%11)cc%10)cc9)s8)s7)cc6)cc5)s4)s3)cc2)cc1,-6.3
*C(=S)c1ccc(-c2ccc(-c3ccc(C(=S)c4ccc(-c5ccc(-c6ccc(C(=S)c7ccc(-c8ccc(-c9ccc(*)cc9)cc8)s7)cc6)cc5)s4)cc3)cc2)s1,-6.27
*c1ccc(C(=S)c2ccc(-c3ccc(-c4ccc(C(=S)c5ccc(-c6ccc(-c7ccc(C(=S)c8ccc(-c9ccc(*)s9)s8)cc7)s6)s5)cc4)s3)s2)cc1,-6.22
*Cc1ccc(COCc2ccc(COCc3ccc(CO*)s3)s2)s1,-5.68
*C(=O)c1ccc(C(=S)c2ccc(C(=O)c3ccc(C(=S)c4ccc(C(=O)c5ccc(C(=S)c6ccc(*)s6)s5)s4)s3)s2)s1,-6.19
*C(=O)c1ccc(-c2ccc(-c3ccc(C(=O)c4ccc(-c5ccc(-c6ccc(C(=O)c7ccc(-c8ccc(-c9ccc(*)s9)s8)cc7)s6)s5)cc4)s3)s2)cc1,-6.31
*C(=O)c1ccc(-c2ccc(C(=S)C(=O)c3ccc(-c4ccc(C(=S)C(=O)c5ccc(-c6ccc(C(*)=S)s6)cc5)s4)cc3)s2)cc1,-6.3
*C(=O)c1ccc(-c2ccc(-c3ccc(C(=O)c4ccc(-c5ccc(-c6ccc(C(=O)c7ccc(-c8ccc(-c9ccc(*)s9)cc8)cc7)s6)cc5)cc4)s3)cc2)cc1,-6.38
*C(=O)c1ccc(C(=S)c2ccc(C(=O)c3ccc(C(=S)c4ccc(C(=O)c5ccc(C(=S)c6ccc(*)s6)cc5)s4)cc3)s2)cc1,-6.31
*C(=O)c1ccc(C(=S)c2ccc(C(=O)c3ccc(C(=S)c4ccc(C(=O)c5ccc(C(=S)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,-6.38
*Nc1ccc(C(=O)ONc2ccc(C(=O)ONc3ccc(C(=O)O*)s3)s2)s1,-6.14
*Nc1ccc(C(=O)c2ccc(Nc3ccc(C(=O)c4ccc(Nc5ccc(C(=O)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,-6.34
*CCCCCCNC(=S)Nc1ccc(NC(=S)NCCCCCCNC(=S)Nc2ccc(NC(=S)NCCCCCCNC(=S)Nc3ccc(NC(=S)N*)cc3)cc2)cc1,-5.61
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(NC(=O)NC(=O)c4ccc(C(=S)c5ccc(-c6ccc(NC(=O)NC(=O)c7ccc(C(=S)c8ccc(-c9ccc(*)s9)s8)s7)s6)s5)s4)s3)s2)s1,-6.19
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(-c5ccc(C(=S)c6ccc(C(=S)C(=O)Nc7ccc(-c8ccc(-c9ccc(C(=S)c%10ccc(C(=S)C(=O)Nc%11ccc(-c%12ccc(*)s%12)cc%11)s%10)s9)s8)cc7)s6)s5)s4)cc3)s2)s1,-6.19
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(OCC(=S)c4ccc(C(=S)Cc5ccc(-c6ccc(OCC(=S)c7ccc(C(=S)Cc8ccc(-c9ccc(*)cc9)cc8)s7)cc6)cc5)s4)cc3)cc2)s1,-6.04
*Nc1ccc(-c2ccc(C(=S)c3ccc(-c4ccc(Nc5ccc(Nc6ccc(-c7ccc(C(=S)c8ccc(-c9ccc(Nc%10ccc(Nc%11ccc(-c%12ccc(C(=S)c%13ccc(-c%14ccc(Nc%15ccc(*)cc%15)s%14)s%13)s%12)s%11)cc%10)s9)s8)s7)s6)cc5)s4)s3)s2)s1,-6.12
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(NC(=O)c4ccc(NC(=S)c5ccc(Nc6ccc(NC(=O)c7ccc(NC(=S)c8ccc(Nc9ccc(*)cc9)cc8)s7)cc6)cc5)s4)cc3)cc2)s1,-6.21
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(CCC(=O)OC(=O)Cc3ccc(-c4ccc(CCC(=O)OC(=O)Cc5ccc(-c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,-6.14
*Nc1ccc(NC(=O)NONC(=O)Nc2ccc(NC(=O)NONC(=O)Nc3ccc(NC(=O)NONC(*)=O)s3)s2)s1,-5.99
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(C(=S)C(=O)CCNc3ccc(C(=S)c4ccc(C(=S)C(=O)CCNc5ccc(C(=S)c6ccc(*)cc6)cc5)cc4)cc3)cc2)cc1,-6.05
*c1ccc(-c2ccc(C(F)(F)C(F)(F)c3ccc(-c4ccc(C(F)(F)C(F)(F)c5ccc(-c6ccc(C(F)(F)C(*)(F)F)s6)s5)s4)s3)s2)s1,-5.87
*OC(=O)C(F)(F)C(F)(F)OC(=O)C(F)(F)C(F)(F)OC(=O)C(F)(F)C(*)(F)F,-5.64
*c1ccc(C(F)(F)C(=O)C(F)(F)c2ccc(C(F)(F)C(=O)C(F)(F)c3ccc(C(F)(F)C(=O)C(*)(F)F)s3)s2)s1,-5.82
*c1ccc(C(F)(F)C(=O)C(F)(F)c2ccc(C(F)(F)C(=O)C(F)(F)c3ccc(C(F)(F)C(=O)C(*)(F)F)cc3)cc2)cc1,-6.01
*OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(*)(F)F,-5.25
*C(C)COCC(C)OCCOCCOCC(C)N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(C(C)COCC(C)OCCOCCOCC(C)N3C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(C(C)COCC(C)OCCOCCOCC(C)N6C(=O)c8ccc(C(=O)c9ccc%10c(c9)C(=O)N(*)C%10=O)cc8C6=O)C7=O)cc5C3=O)C4=O)cc2C1=O,-5.89
